	drug_id	protein_ac
14416	DB04272	Q9BY32
14417	DB04272	O75390
14418	DB04272	Q9Y663
14419	DB04272	O76074
14420	DB04272	P12931
14421	DB04272	P07998
14422	DB04272	Q14749
14423	DB04272	P12724
14424	DB04273	P11086
14425	DB04275	P35270
14426	DB04276	P07384
14427	DB04278	P60568
14428	DB04281	Q02127
14429	DB04282	P09848
14430	DB04285	P18031
14431	DB04287	P14555
14432	DB04288	P24941
14433	DB04295	P11217
14434	DB04297	Q9BY41
14435	DB04297	Q8WUI4
14436	DB04299	P17174
14437	DB04301	P07477
14438	DB04306	Q86XF0
14439	DB04307	P27338
14440	DB04310	Q9HBH1
14441	DB04311	P07477
14442	DB04312	P00326
14443	DB04315	Q8N142
14444	DB04315	P49411
14445	DB04315	P41091
14446	DB04315	P63096
14447	DB04315	P11488
14448	DB04315	P51151
14449	DB04315	P15531
14450	DB04315	Q15382
14451	DB04315	P60953
14452	DB04315	P84077
14453	DB04315	P13639
14454	DB04315	P10114
14455	DB04315	Q7Z2Z2
14456	DB04315	P40616
14457	DB04315	P62826
14458	DB04315	P51149
14459	DB04315	Q6NXR0
14460	DB04315	P15170
14461	DB04315	P20339
14462	DB04315	P01112
14463	DB04315	P68104
14464	DB04315	P61586
14465	DB04315	P18085
14466	DB04315	P21980
14467	DB04315	O60547
14468	DB04315	P62491
14469	DB04315	P11233
14470	DB04315	Q96KC2
14471	DB04315	Q08188
14472	DB04315	Q92930
14473	DB04315	P62330
14474	DB04315	P36405
14475	DB04315	P22392
14476	DB04315	P63000
14477	DB04315	Q9Y6B6
14478	DB04315	Q9Y689
14479	DB04316	P15085
14480	DB04318	P24347
14481	DB04322	P11586
14482	DB04324	P50579
14483	DB04324	P53582
14484	DB04325	P07478
14485	DB04325	P07477
14486	DB04326	P04075
14487	DB04326	P60174
14488	DB04326	P05062
14489	DB04327	Q9UNN8
14490	DB04327	P60484
14491	DB04331	P52732
14492	DB04334	Q16853
14493	DB04335	P00491
14494	DB04336	P07477
14495	DB04337	P02144
14496	DB04338	Q16539
14497	DB04338	P28482
14498	DB04339	P09211
14499	DB04345	P30043
14500	DB04348	P19835
14501	DB04348	P51161
14502	DB04348	Q96RI1
14503	DB04350	Q13231
14504	DB04351	Q99798
14505	DB04352	Q9BW91
14506	DB04356	P00492
14507	DB04363	P30043
14508	DB04365	P11229
14509	DB04365	P20309
14510	DB04366	P15531
14511	DB04367	Q07912
14512	DB04367	P49759
14513	DB04368	Q9HBH1
14514	DB04369	P35030
14515	DB04371	P00918
14516	DB04372	Q9UKL6
14517	DB04374	Q9UJM8
14518	DB04376	Q05655
14519	DB04377	P04035
14520	DB04379	P00797
14521	DB04381	P05091
14522	DB04387	P00797
14523	DB04389	P49789
14524	DB04391	P07477
14525	DB04392	P15559
14526	DB04394	P00918
14527	DB04395	P29323
14528	DB04395	P13569
14529	DB04395	P55072
14530	DB04395	Q96QT4
14531	DB04395	Q12756
14532	DB04395	P49368
14533	DB04395	P78362
14534	DB04395	P53778
14535	DB04395	P51570
14536	DB04395	Q06609
14537	DB04395	P49841
14538	DB04395	P23919
14539	DB04395	P08069
14540	DB04395	P11309
14541	DB04395	P19367
14542	DB04395	P06239
14543	DB04395	P68400
14544	DB04395	P29317
14545	DB04395	P53779
14546	DB04395	Q99661
14547	DB04395	P23677
14548	DB04395	Q02880
14549	DB04395	P48637
14550	DB04395	Q16877
14551	DB04395	P53355
14552	DB04395	P68133
14553	DB04396	O14594
14554	DB04396	P09382
14555	DB04397	P36871
14556	DB04400	P07101
14557	DB04400	P61457
14558	DB04400	P00439
14559	DB04400	P35228
14560	DB04404	Q13231
14561	DB04405	P39900
14562	DB04407	P24941
14563	DB04409	P05230
14564	DB04410	P07478
14565	DB04410	P07477
14566	DB04416	P08254
14567	DB04417	P50225
14568	DB04417	P19961
14569	DB04418	Q8N142
14570	DB04419	P01270
14571	DB04419	P20823
14572	DB04419	P00439
14573	DB04424	P07477
14574	DB04426	P11226
14575	DB04429	P04278
14576	DB04432	P07477
14577	DB04434	P36897
14578	DB04436	P04179
14579	DB04440	P00813
14580	DB04442	P07477
14581	DB04444	P63096
14582	DB04444	O14983
14583	DB04444	P11488
14584	DB04444	P30085
14585	DB04444	P35749
14586	DB04444	Q7Z406
14587	DB04445	Q06520
14588	DB04446	P07477
14589	DB04447	P09382
14590	DB04447	Q9UQM7
14591	DB04447	P00352
14592	DB04447	Q96QT4
14593	DB04447	Q9UJ68
14594	DB04447	O15169
14595	DB04447	P23284
14596	DB04447	P60174
14597	DB04447	O43708
14598	DB04447	P04035
14599	DB04448	P00326
14600	DB04450	P08100
14601	DB04451	O60911
14602	DB04452	P14780
14603	DB04452	P03956
14604	DB04453	P04746
14605	DB04454	P01133
14606	DB04454	P50440
14607	DB04459	P00746
14608	DB04461	P06132
14609	DB04462	P68400
14610	DB04463	P16152
14611	DB04464	P07998
14612	DB04464	Q16740
14613	DB04464	Q92696
14614	DB04464	P53611
14615	DB04464	P01008
14616	DB04464	P61769
14617	DB04464	P03886
14618	DB04464	P29377
14619	DB04464	P13073
14620	DB04464	P00395
14621	DB04464	P00403
14622	DB04464	P00414
14623	DB04464	P20674
14624	DB04464	P10606
14625	DB04464	P09669
14626	DB04464	P24311
14627	DB04464	P15954
14628	DB04464	P10176
14629	DB04464	Q02221
14630	DB04464	P14854
14631	DB04464	P24310
14632	DB04464	P04271
14633	DB04464	P0CG48
14634	DB04465	Q7Z4J2
14635	DB04465	Q9NZD2
14636	DB04465	P17931
14637	DB04465	O00182
14638	DB04465	O00214
14639	DB04466	O75469
14640	DB04468	Q92731
14641	DB04468	P62508
14642	DB04468	P03372
14643	DB04468	P04155
14644	DB04468	P11474
14645	DB04468	O75469
14646	DB04468	P04278
14647	DB04469	Q08499
14648	DB04470	P07477
14649	DB04471	P03372
14650	DB04472	O00182
14651	DB04473	P01857
14652	DB04474	P31151
14653	DB04476	P80188
14654	DB04477	O14556
14655	DB04478	Q00796
14656	DB04480	P36897
14657	DB04485	O00142
14658	DB04487	P02778
14659	DB04489	O75976
14660	DB04491	P00751
14661	DB04491	P27487
14662	DB04493	P09467
14663	DB04493	P16118
14664	DB04493	Q16877
14665	DB04493	P06744
14666	DB04495	P12931
14667	DB04505	P07900
14668	DB04509	P23141
14669	DB04510	P00558
14670	DB04510	P15259
14671	DB04510	P60174
14672	DB04512	Q8WX39
14673	DB04513	P0DP23
14674	DB04513	P63316
14675	DB04513	P19429
14676	DB04514	P07998
14677	DB04516	Q9NPH2
14678	DB04518	P24941
14679	DB04519	Q07869
14680	DB04521	Q16772
14681	DB04522	P17612
14682	DB04522	P29508
14683	DB04522	P08100
14684	DB04522	Q9UL54
14685	DB04522	Q03721
14686	DB04522	P05451
14687	DB04522	Q15796
14688	DB04522	P13569
14689	DB04522	O15530
14690	DB04522	P11309
14691	DB04522	Q04759
14692	DB04522	P06737
14693	DB04522	P11217
14694	DB04522	O00222
14695	DB04522	O15303
14696	DB04522	Q14831
14697	DB04522	Q14833
14698	DB04523	P43235
14699	DB04525	P18031
14700	DB04527	O00187
14701	DB04530	P36952
14702	DB04530	Q01064
14703	DB04530	O60493
14704	DB04530	Q99418
14705	DB04530	Q07343
14706	DB04530	P04818
14707	DB04530	P17612
14708	DB04530	P11309
14709	DB04530	P05089
14710	DB04531	P16455
14711	DB04534	P35228
14712	DB04534	P29474
14713	DB04537	P23381
14714	DB04539	P11511
14715	DB04540	P35398
14716	DB04540	Q14994
14717	DB04540	P11473
14718	DB04540	Q9ULY5
14719	DB04542	P15531
14720	DB04544	P11217
14721	DB04549	P00918
14722	DB04551	P30613
14723	DB04552	P04054
14724	DB04552	P35354
14725	DB04552	P51800
14726	DB04552	P23219
14727	DB04552	P47712
14728	DB04552	O60656
14729	DB04552	Q9HC97
14730	DB04552	P51801
14731	DB04552	P02766
14732	DB04552	Q6UVM3
14733	DB04556	P22303
14734	DB04557	P23219
14735	DB04557	Q07869
14736	DB04557	Q96RI1
14737	DB04557	P19793
14738	DB04559	P29474
14739	DB04560	P13716
14740	DB04562	Q99798
14741	DB04563	P07477
14742	DB04564	P09848
14743	DB04564	P04062
14744	DB04566	Q8N142
14745	DB04566	P11217
14746	DB04566	P12268
14747	DB04573	P03372
14748	DB04573	Q92731
14749	DB04573	P04278
14750	DB04573	P31645
14751	DB04573	P04150
14752	DB04573	P08185
14753	DB04574	P03372
14754	DB04574	Q92731
14755	DB04575	P03372
14756	DB04576	P11388
14757	DB04577	P27487
14758	DB04578	P27487
14759	DB04579	P07858
14760	DB04581	Q16769
14761	DB04583	Q02127
14762	DB04585	P05089
14763	DB04588	P07900
14764	DB04590	P08709
14765	DB04591	P00734
14766	DB04593	P08709
14767	DB04594	P35914
14768	DB04599	P28223
14769	DB04599	P14416
14770	DB04599	P42262
14771	DB04599	P42263
14772	DB04600	P00918
14773	DB04601	P00918
14774	DB04602	P61927
14775	DB04604	P78368
14776	DB04604	Q8TF76
14777	DB04604	P27361
14778	DB04606	P08709
14779	DB04607	P24941
14780	DB04608	P30291
14781	DB04612	P98170
14782	DB04614	P22303
14783	DB04615	P22303
14784	DB04616	P22303
14785	DB04617	P22303
14786	DB04618	P04746
14787	DB04620	Q05586
14788	DB04622	Q16769
14789	DB04629	P68133
14790	DB04630	P08235
14791	DB04630	P04150
14792	DB04630	P04278
14793	DB04630	P08185
14794	DB04632	Q16539
14795	DB04633	P21673
14796	DB04636	Q16769
14797	DB04638	O14983
14798	DB04639	P01857
14799	DB04642	P11217
14800	DB04643	P11217
14801	DB04644	P11217
14802	DB04645	P11217
14803	DB04648	P05089
14804	DB04652	P08235
14805	DB04652	P28845
14806	DB04652	Q15788
14807	DB04653	P07384
14808	DB04654	P07477
14809	DB04654	P20231
14810	DB04655	P50135
14811	DB04657	P31040
14812	DB04659	P09848
14813	DB04660	P17900
14814	DB04661	P15813
14815	DB04662	P24941
14816	DB04664	P20813
14817	DB04665	P11509
14818	DB04665	P00915
14819	DB04665	P22748
14820	DB04665	P35218
14821	DB04665	Q9Y2D0
14822	DB04665	P00918
14823	DB04665	P07451
14824	DB04665	Q9ULX7
14825	DB04665	P43166
14826	DB04665	O43570
14827	DB04665	Q16790
14828	DB04665	P23280
14829	DB04669	P24941
14830	DB04672	Q9NPB1
14831	DB04673	P00742
14832	DB04674	P25101
14833	DB04674	Q04828
14834	DB04676	P01877
14835	DB04677	P27338
14836	DB04678	P16442
14837	DB04679	P16442
14838	DB04680	P16442
14839	DB04681	P16442
14840	DB04682	P02585
14841	DB04683	Q13285
14842	DB04685	P33316
14843	DB04688	P01859
14844	DB04688	P01834
14845	DB04689	P37231
14846	DB04690	P11387
14847	DB04695	O95749
14848	DB04695	Q03426
14849	DB04697	P00734
14850	DB04700	Q9Y2Q3
14851	DB04701	P28161
14852	DB04703	Q96GD4
14853	DB04707	Q13464
14854	DB04707	P17612
14855	DB04707	P61925
14856	DB04709	P10275
14857	DB04714	P14324
14858	DB04714	O95749
14859	DB04715	P11309
14860	DB04716	O60674
14861	DB04716	O43293
14862	DB04716	P23458
14863	DB04716	P52333
14864	DB04716	P29597
14865	DB04719	P68400
14866	DB04720	P68400
14867	DB04721	P68400
14868	DB04722	P00734
14869	DB04723	P15086
14870	DB04724	P20701
14871	DB04725	Q9NZK7
14872	DB04725	P35354
14873	DB04725	P09917
14874	DB04727	P35968
14875	DB04733	P04075
14876	DB04736	Q96LB9
14877	DB04738	P36873
14878	DB04739	P12931
14879	DB04741	P31930
14880	DB04743	P35354
14881	DB04743	Q9NZK7
14882	DB04743	P02788
14883	DB04743	Q01959
14884	DB04743	P03956
14885	DB04743	P23219
14886	DB04743	P05164
14887	DB04743	P27815
14888	DB04743	P11511
14889	DB04751	P12931
14890	DB04751	Q9Y6M4
14891	DB04751	Q15418
14892	DB04752	Q13285
14893	DB04753	P00491
14894	DB04754	P00491
14895	DB04757	P00491
14896	DB04758	P08709
14897	DB04759	P45452
14898	DB04760	P45452
14899	DB04761	P45452
14900	DB04763	P00918
14901	DB04764	P20231
14902	DB04767	P08709
14903	DB04768	Q9H3S4
14904	DB04769	P48736
14905	DB04770	O00764
14906	DB04771	P00734
14907	DB04772	P00734
14908	DB04774	P68133
14909	DB04775	P68133
14910	DB04776	O00764
14911	DB04779	P09848
14912	DB04781	P13716
14913	DB04783	P68133
14914	DB04786	P41231
14915	DB04786	Q9NXA8
14916	DB04786	P23945
14917	DB04786	P21817
14918	DB04786	P00734
14919	DB04786	P14555
14920	DB04786	Q96G91
14921	DB04786	Q9BPV8
14922	DB04786	P47900
14923	DB04786	Q99571
14924	DB04786	P56373
14925	DB04786	O94806
14926	DB04786	P05129
14927	DB04786	P05771
14928	DB04786	P17252
14929	DB04786	P24723
14930	DB04786	P41743
14931	DB04786	Q02156
14932	DB04786	Q04759
14933	DB04786	Q05513
14934	DB04786	Q05655
14935	DB04786	Q15139
14936	DB04786	P78527
14937	DB04786	Q99873
14938	DB04786	Q8IXJ6
14939	DB04786	Q96EB6
14940	DB04786	Q15077
14941	DB04787	P06401
14942	DB04789	P48728
14943	DB04790	P07477
14944	DB04791	P07477
14945	DB04792	P07477
14946	DB04793	P07477
14947	DB04794	P20813
14948	DB04794	Q16850
14949	DB04794	P05093
14950	DB04794	P14902
14951	DB04795	P23141
14952	DB04795	P31040
14953	DB04796	P11473
14954	DB04797	Q16539
14955	DB04798	P42262
14956	DB04799	P08574
14957	DB04799	P00156
14958	DB04799	P31930
14959	DB04799	P22695
14960	DB04799	P07919
14961	DB04799	O14949
14962	DB04799	P47985
14963	DB04799	O14957
14964	DB04799	P14927
14965	DB04799	Q9UDW1
14966	DB04800	P18031
14967	DB04801	Q03181
14968	DB04803	P09601
14969	DB04805	P61927
14970	DB04817	P23219
14971	DB04817	O75762
14972	DB04820	P27338
14973	DB04820	P21397
14974	DB04820	P21964
14975	DB04821	P23975
14976	DB04821	Q01959
14977	DB04821	P27338
14978	DB04821	P21397
14979	DB04821	P05164
14980	DB04821	P31645
14981	DB04821	Q05940
14982	DB04821	P68871
14983	DB04821	P69905
14984	DB04821	P35367
14985	DB04821	P08908
14986	DB04824	O60656
14987	DB04824	O75469
14988	DB04824	Q14994
14989	DB04824	P03372
14990	DB04824	P04278
14991	DB04824	P04818
14992	DB04825	P0DP23
14993	DB04825	Q9H1R3
14994	DB04825	P35498
14995	DB04825	Q99250
14996	DB04825	Q9NY46
14997	DB04828	Q9Y5Y4
14998	DB04828	P35354
14999	DB04828	P23219
15000	DB04829	P08908
15001	DB04829	P41595
15002	DB04829	P50406
15003	DB04829	P07550
15004	DB04829	P08588
15005	DB04829	P47898
15006	DB04829	P21917
15007	DB04829	P28221
15008	DB04829	P35367
15009	DB04829	P28566
15010	DB04829	P21918
15011	DB04829	P34969
15012	DB04829	P35462
15013	DB04829	P28335
15014	DB04829	P28223
15015	DB04829	P14416
15016	DB04832	P31645
15017	DB04832	P27338
15018	DB04832	P21397
15019	DB04832	P14416
15020	DB04832	P23975
15021	DB04834	P08172
15022	DB04834	P02708
15023	DB04834	P07510
15024	DB04834	P11230
15025	DB04834	Q04844
15026	DB04834	Q07001
15027	DB04835	P51681
15028	DB04835	Q96FL8
15029	DB04836	P23975
15030	DB04836	P31645
15031	DB04837	P35367
15032	DB04838	P54289
15033	DB04838	P23141
15034	DB04839	P10275
15035	DB04839	P07288
15036	DB04839	P35372
15037	DB04839	P06401
15038	DB04839	P04150
15039	DB04840	P23975
15040	DB04840	P21397
15041	DB04840	P27338
15042	DB04841	O43497
15043	DB04841	O95180
15044	DB04841	Q9P0X4
15045	DB04841	P35367
15046	DB04841	P0DP23
15047	DB04841	P21554
15048	DB04841	P21728
15049	DB04841	P14416
15050	DB04841	P08913
15051	DB04841	Q99720
15052	DB04841	Q12809
15053	DB04841	P31645
15054	DB04841	P23975
15055	DB04841	P08908
15056	DB04841	P28223
15057	DB04841	P41595
15058	DB04841	P28335
15059	DB04841	P18089
15060	DB04841	P35462
15061	DB04841	P11229
15062	DB04841	P20309
15063	DB04841	P08173
15064	DB04841	P08912
15065	DB04841	P18825
15066	DB04841	Q01959
15067	DB04841	P0DMS8
15068	DB04841	P25100
15069	DB04841	P35498
15070	DB04841	P41145
15071	DB04841	P41143
15072	DB04841	P35372
15073	DB04841	Q00975
15074	DB04841	Q9Y256
15075	DB04842	P14416
15076	DB04842	P28223
15077	DB04842	Q06432
15078	DB04842	P07550
15079	DB04842	P35462
15080	DB04842	P28222
15081	DB04842	P21917
15082	DB04842	P18825
15083	DB04842	P18089
15084	DB04842	P08913
15085	DB04842	P08588
15086	DB04842	P35367
15087	DB04842	P08908
15088	DB04842	P28221
15089	DB04842	P28566
15090	DB04842	P41146
15091	DB04842	Q12809
15092	DB04842	P41595
15093	DB04842	P50406
15094	DB04842	P23415
15095	DB04843	P11229
15096	DB04843	P20309
15097	DB04843	O15245
15098	DB04843	P08172
15099	DB04844	Q05940
15100	DB04844	P14416
15101	DB04844	P35498
15102	DB04844	Q99250
15103	DB04844	Q9NY46
15104	DB04844	P18825
15105	DB04844	P08913
15106	DB04844	P54219
15107	DB04845	Q13509
15108	DB04845	P04350
15109	DB04845	P07437
15110	DB04845	P68371
15111	DB04845	Q13885
15112	DB04845	Q3ZCM7
15113	DB04845	Q9BUF5
15114	DB04845	Q9BVA1
15115	DB04845	Q9H4B7
15116	DB04846	P08588
15117	DB04846	P07550
15118	DB04846	P13945
15119	DB04846	P08913
15120	DB04846	P18089
15121	DB04846	P18825
15122	DB04847	Q9GZT9
15123	DB04847	Q96KS0
15124	DB04847	Q9H6Z9
15125	DB04849	P35968
15126	DB04850	P21397
15127	DB04851	Q2M3G0
15128	DB04851	P33527
15129	DB04851	Q9UNQ0
15130	DB04852	P55157
15131	DB04853	P29274
15132	DB04854	P47989
15133	DB04854	Q12809
15134	DB04855	P35348
15135	DB04855	P35368
15136	DB04855	P25100
15137	DB04855	P08913
15138	DB04855	P18089
15139	DB04855	P18825
15140	DB04855	P08588
15141	DB04855	Q12809
15142	DB04855	Q13936
15143	DB04855	Q01668
15144	DB04855	O60840
15145	DB04855	Q13698
15146	DB04855	Q02641
15147	DB04855	Q08289
15148	DB04855	P54284
15149	DB04855	O00305
15150	DB04855	P35498
15151	DB04855	O95069
15152	DB04855	P22460
15153	DB04855	O43526
15154	DB04855	Q06432
15155	DB04855	Q9NVV9
15156	DB04855	O60741
15157	DB04855	Q9UL51
15158	DB04855	Q9P1Z3
15159	DB04855	Q9Y3Q4
15160	DB04855	P10827
15161	DB04856	P32238
15162	DB04857	P14416
15163	DB04859	P22303
15164	DB04860	Q9NYK1
15165	DB04861	P08588
15166	DB04861	P07550
15167	DB04861	P08908
15168	DB04863	P08514
15169	DB04863	P05106
15170	DB04864	P22303
15171	DB04865	P39023
15172	DB04866	P02452
15173	DB04866	P08253
15174	DB04867	P32238
15175	DB04868	P00519
15176	DB04868	P10721
15177	DB04868	P06213
15178	DB04868	P51813
15179	DB04868	P21802
15180	DB04868	P11362
15181	DB04868	O60674
15182	DB04868	P53779
15183	DB04868	P36888
15184	DB04868	P00918
15185	DB04868	P45984
15186	DB04868	P12931
15187	DB04868	P16234
15188	DB04868	P54760
15189	DB04868	Q13163
15190	DB04868	Q9NYL2
15191	DB04868	P04049
15192	DB04868	P21709
15193	DB04868	Q92918
15194	DB04868	P15056
15195	DB04868	P09769
15196	DB04868	P42685
15197	DB04868	P49759
15198	DB04868	P29322
15199	DB04868	P29317
15200	DB04868	P29320
15201	DB04868	O94804
15202	DB04868	P07947
15203	DB04868	P41240
15204	DB04868	Q7L7X3
15205	DB04868	Q59H18
15206	DB04868	P08631
15207	DB04868	P09619
15208	DB04868	Q8TBX8
15209	DB04868	Q9UF33
15210	DB04868	Q9HAZ1
15211	DB04868	P07948
15212	DB04868	P54756
15213	DB04868	P54764
15214	DB04868	P54762
15215	DB04868	Q16288
15216	DB04868	O43570
15217	DB04868	Q9Y5S2
15218	DB04868	P42684
15219	DB04868	P22748
15220	DB04868	P51451
15221	DB04868	Q02763
15222	DB04868	O15197
15223	DB04868	P45983
15224	DB04868	Q9H2K8
15225	DB04868	P06241
15226	DB04868	P07333
15227	DB04868	Q16832
15228	DB04868	P35590
15229	DB04868	P07949
15230	DB04868	Q08345
15231	DB04868	P06239
15232	DB04868	P07451
15233	DB04868	Q16620
15234	DB04868	P29323
15235	DB04868	Q15759
15236	DB04868	P35218
15237	DB04868	P54753
15238	DB04868	Q9ULX7
15239	DB04868	P43166
15240	DB04868	Q16790
15241	DB04868	P00915
15242	DB04868	Q9Y2D0
15243	DB04868	P23280
15244	DB04868	Q16539
15245	DB04868	P11274
15246	DB04869	P06881
15247	DB04869	Q16602
15248	DB04871	P28335
15249	DB04871	P41595
15250	DB04871	P28223
15251	DB04871	P31645
15252	DB04872	P29371
15253	DB04873	Q13639
15254	DB04875	P29466
15255	DB04876	P27487
15256	DB04876	Q12884
15257	DB04876	Q6V1X1
15258	DB04876	Q86TI2
15259	DB04877	P08183
15260	DB04878	O43451
15261	DB04878	P10253
15262	DB04879	P17948
15263	DB04879	P35968
15264	DB04879	P35916
15265	DB04880	Q14432
15266	DB04880	P27815
15267	DB04880	Q07343
15268	DB04880	Q08493
15269	DB04880	Q08499
15270	DB04881	P08183
15271	DB04882	P11387
15272	DB04883	P25101
15273	DB04884	P08908
15274	DB04884	P28222
15275	DB04884	P28335
15276	DB04884	P31645
15277	DB04885	P46098
15278	DB04888	P14416
15279	DB04888	P08908
15280	DB04889	P23975
15281	DB04889	P31645
15282	DB04889	P14416
15283	DB04890	P35367
15284	DB04891	Q15648
15285	DB04891	P11473
15286	DB04892	P22303
15287	DB04892	P06276
15288	DB04892	P05067
15289	DB04893	P49356
15290	DB04893	P49354
15291	DB04894	P30874
15292	DB04894	P35346
15293	DB04894	P25103
15294	DB04895	O14786
15295	DB04895	P15692
15296	DB04896	P31645
15297	DB04896	P23975
15298	DB04896	Q05586
15299	DB04896	Q12879
15300	DB04896	Q13224
15301	DB04896	Q14957
15302	DB04896	O15399
15303	DB04896	Q8TCU5
15304	DB04896	O60391
15305	DB04896	Q01959
15306	DB04898	P00734
15307	DB04898	P04070
15308	DB04898	P00750
15309	DB04898	P00747
15310	DB04898	P08709
15311	DB04898	P00742
15312	DB04898	P03951
15313	DB04899	P16066
15314	DB04899	P20594
15315	DB04899	P17342
15316	DB04901	P33681
15317	DB04903	P47869
15318	DB04903	P34903
15319	DB04905	P08183
15320	DB04905	P35367
15321	DB04908	P08908
15322	DB04908	P28223
15323	DB04908	P21917
15324	DB04908	P14416
15325	DB04908	P35462
15326	DB04908	P41595
15327	DB04908	P28335
15328	DB04908	P47898
15329	DB04910	P68371
15330	DB04912	P09601
15331	DB04912	P30519
15332	DB04915	Q16206
15333	DB04917	P46098
15334	DB04917	Q13639
15335	DB04919	P02671
15336	DB04919	P02675
15337	DB04920	O60840
15338	DB04920	Q13698
15339	DB04920	Q01668
15340	DB04920	Q13936
15341	DB04924	P14416
15342	DB04924	P22303
15343	DB04925	P00747
15344	DB04926	Q8TCU5
15345	DB04929	P20292
15346	DB04930	P35498
15347	DB04930	P03372
15348	DB04930	O75469
15349	DB04931	Q01726
15350	DB04931	P32245
15351	DB04931	P41968
15352	DB04931	P33032
15353	DB04932	P30542
15354	DB04932	P29274
15355	DB04932	P29275
15356	DB04933	O00206
15357	DB04938	P03372
15358	DB04941	P13569
15359	DB04941	Q5XXA6
15360	DB04942	P10276
15361	DB04942	P10826
15362	DB04942	P13631
15363	DB04946	P28223
15364	DB04946	P14416
15365	DB04946	P21728
15366	DB04946	P35462
15367	DB04946	P21917
15368	DB04946	P08908
15369	DB04946	P50406
15370	DB04946	P34969
15371	DB04946	P35348
15372	DB04946	P35367
15373	DB04946	P18825
15374	DB04946	P11229
15375	DB04946	P08173
15376	DB04946	P08172
15377	DB04946	Q01959
15378	DB04946	P28221
15379	DB04946	P28222
15380	DB04946	P21918
15381	DB04946	P18089
15382	DB04946	P28335
15383	DB04946	P23975
15384	DB04946	P08913
15385	DB04946	Q99720
15386	DB04946	P32239
15387	DB04947	Q01959
15388	DB04948	P08913
15389	DB04948	P35348
15390	DB04948	P08908
15391	DB04948	P34969
15392	DB04948	P28335
15393	DB04948	P28221
15394	DB04948	P18089
15395	DB04948	P18825
15396	DB04951	P09958
15397	DB04953	O43526
15398	DB04953	O43525
15399	DB04953	P56696
15400	DB04953	Q9NR82
15401	DB04954	P30542
15402	DB04956	P01375
15403	DB04957	P15382
15404	DB04957	P51787
15405	DB04957	Q12809
15406	DB04958	P20273
15407	DB04959	P08729
15408	DB04959	Q5T4S7
15409	DB04960	P49356
15410	DB04964	Q8WXI7
15411	DB04967	P11388
15412	DB04967	P27695
15413	DB04967	P11387
15414	DB04970	P08908
15415	DB04971	Q07869
15416	DB04971	P37231
15417	DB04972	P09211
15418	DB04973	P04049
15419	DB04974	P42345
15420	DB04975	P11388
15421	DB04978	P11388
15422	DB04982	P42261
15423	DB04982	P42262
15424	DB04982	P42263
15425	DB04982	P48058
15426	DB04983	P41231
15427	DB04985	P08865
15428	DB04988	P00533
15429	DB04988	P04626
15430	DB04991	O14672
15431	DB04997	P13612
15432	DB04998	Q9Y6K9
15433	DB05001	P27487
15434	DB05003	P31350
15435	DB05003	P23921
15436	DB05004	P49146
15437	DB05004	P25929
15438	DB05004	Q15761
15439	DB05004	P50391
15440	DB05009	P29274
15441	DB05010	Q9UBS5
15442	DB05010	O75899
15443	DB05012	P23975
15444	DB05013	Q05655
15445	DB05013	P17252
15446	DB05013	P05771
15447	DB05013	Q02156
15448	DB05013	Q15139
15449	DB05013	P05129
15450	DB05014	P22607
15451	DB05014	P11362
15452	DB05014	P35968
15453	DB05014	P36888
15454	DB05014	P09619
15455	DB05014	O43519
15456	DB05015	Q13547
15457	DB05015	Q969S8
15458	DB05015	Q96DB2
15459	DB05015	Q92769
15460	DB05015	O15379
15461	DB05015	P56524
15462	DB05015	Q9UQL6
15463	DB05015	Q9UBN7
15464	DB05015	Q8WUI4
15465	DB05015	Q9BY41
15466	DB05015	Q9UKV0
15467	DB05017	P01375
15468	DB05017	P05231
15469	DB05018	P06280
15470	DB05018	P16278
15471	DB05018	P09848
15472	DB05018	P35573
15473	DB05018	P14410
15474	DB05018	Q9HCG7
15475	DB05018	P10253
15476	DB05018	O43451
15477	DB05022	P11388
15478	DB05022	Q02880
15479	DB05023	P08069
15480	DB05024	Q07973
15481	DB05024	P11473
15482	DB05025	P00441
15483	DB05032	Q9H3N8
15484	DB05033	Q13443
15485	DB05034	P16066
15486	DB05035	P10827
15487	DB05035	P10828
15488	DB05036	Q86US8
15489	DB05036	Q96KG9
15490	DB05036	Q15185
15491	DB05036	O14746
15492	DB05038	P30411
15493	DB05039	P07550
15494	DB05039	P08588
15495	DB05039	P14416
15496	DB05039	P35462
15497	DB05042	P50406
15498	DB05044	P06737
15499	DB05045	P50391
15500	DB05045	P49146
15501	DB05046	P41145
15502	DB05046	P35372
15503	DB05047	P48058
15504	DB05047	P23560
15505	DB05047	P42261
15506	DB05047	P42262
15507	DB05047	P42263
15508	DB05049	P46098
15509	DB05050	P41143
15510	DB05052	Q92731
15511	DB05053	P09467
15512	DB05064	P28845
15513	DB05069	Q9GZZ6
15514	DB05069	Q9UGM1
15515	DB05070	P41594
15516	DB05072	P25103
15517	DB05073	Q96EB6
15518	DB05075	P17948
15519	DB05075	P35968
15520	DB05075	P35916
15521	DB05075	P41240
15522	DB05077	P21554
15523	DB05078	P24394
15524	DB05078	Q14627
15525	DB05079	P35367
15526	DB05079	P28223
15527	DB05080	P35367
15528	DB05080	Q9Y5N1
15529	DB05084	Q03431
15530	DB05085	P50391
15531	DB05087	P14867
15532	DB05087	P47869
15533	DB05087	P34903
15534	DB05087	P48169
