	drug_id	protein_ac
1176	DB00160	Q8IUZ5
1177	DB00160	Q8TD30
1178	DB00160	P24298
1179	DB00160	Q9Y697
1180	DB00160	Q7Z2H8
1181	DB00160	Q9UHI5
1182	DB00160	Q9BYV1
1183	DB00160	P49588
1184	DB00160	P43007
1185	DB00161	P05166
1186	DB00161	P54687
1187	DB00161	P26640
1188	DB00162	Q96NR8
1189	DB00162	O75911
1190	DB00162	P47895
1191	DB00162	Q6NUM9
1192	DB00162	Q8TC12
1193	DB00162	Q9BTZ2
1194	DB00162	Q9HBH5
1195	DB00162	Q9NYR8
1196	DB00162	O95237
1197	DB00162	P09455
1198	DB00162	Q92781
1199	DB00162	Q8NBN7
1200	DB00162	P10745
1201	DB00162	O94788
1202	DB00162	P00352
1203	DB00162	P12271
1204	DB00162	P05090
1205	DB00162	O60760
1206	DB00162	P02753
1207	DB00162	P50120
1208	DB00162	Q96R05
1209	DB00162	P82980
1210	DB00162	P49116
1211	DB00163	O75469
1212	DB00163	P05771
1213	DB00163	P09917
1214	DB00163	P17252
1215	DB00163	P23743
1216	DB00163	P62714
1217	DB00163	P67775
1218	DB00163	Q9UDX3
1219	DB00163	Q9UDX4
1220	DB00163	O76054
1221	DB00165	O00764
1222	DB00165	Q9Y617
1223	DB00165	P35520
1224	DB00165	Q96GD0
1225	DB00165	Q9NVS9
1226	DB00165	P34896
1227	DB00166	Q9Y234
1228	DB00166	O43766
1229	DB00166	Q9Y289
1230	DB00166	P22303
1231	DB00166	Q9UBE0
1232	DB00166	Q9UBT2
1233	DB00167	Q9NSE4
1234	DB00167	P45954
1235	DB00167	P54687
1236	DB00167	O15382
1237	DB00167	P41252
1238	DB00168	Q8NER1
1239	DB00168	Q8TE23
1240	DB00168	Q7RTX0
1241	DB00169	P11473
1242	DB00169	Q02318
1243	DB00169	Q6VVX0
1244	DB00169	O15528
1245	DB00169	P23415
1246	DB00170	P38435
1247	DB00170	Q9BQB6
1248	DB00170	Q8N0U8
1249	DB00170	P00734
1250	DB00170	P08709
1251	DB00170	P00740
1252	DB00170	P00742
1253	DB00170	P04070
1254	DB00170	P07225
1255	DB00170	P22891
1256	DB00170	P16083
1257	DB00170	P15559
1258	DB00170	P02818
1259	DB00170	P21397
1260	DB00170	P00390
1261	DB00170	P30307
1262	DB00170	P30305
1263	DB00170	P15374
1264	DB00170	P27338
1265	DB00170	P14902
1266	DB00171	P42684
1267	DB00171	P08183
1268	DB00171	P45844
1269	DB00171	Q92887
1270	DB00171	O95477
1271	DB00171	Q9NR19
1272	DB00171	Q9UM73
1273	DB00171	Q13564
1274	DB00171	Q13131
1275	DB00171	P10398
1276	DB00171	P37023
1277	DB00171	P33121
1278	DB00171	P49902
1279	DB00171	O43681
1280	DB00171	O60706
1281	DB00171	P31749
1282	DB00171	P25098
1283	DB00171	O14727
1284	DB00171	Q9NUB1
1285	DB00171	P36896
1286	DB00171	Q04771
1287	DB00171	O95342
1288	DB00171	P08243
1289	DB00171	Q96Q40
1290	DB00171	P12235
1291	DB00171	Q09428
1292	DB00171	P00966
1293	DB00171	Q9Y4W6
1294	DB00171	P35626
1295	DB00171	Q16671
1296	DB00171	Q07912
1297	DB00171	P00519
1298	DB00171	Q08828
1299	DB00171	O95255
1300	DB00171	O15439
1301	DB00171	P33527
1302	DB00171	P13569
1303	DB00171	P42336
1304	DB00171	P68400
1305	DB00171	P67870
1306	DB00171	Q96G91
1307	DB00171	P53041
1308	DB00172	O15460
1309	DB00172	O43272
1310	DB00172	O43447
1311	DB00172	O94903
1312	DB00172	P13674
1313	DB00172	P23284
1314	DB00172	P30405
1315	DB00172	P45877
1316	DB00172	P62937
1317	DB00172	Q13427
1318	DB00172	Q32P28
1319	DB00172	Q4W8W1
1320	DB00172	Q7L3T8
1321	DB00172	Q8IVL5
1322	DB00172	Q8IVL6
1323	DB00172	Q53H96
1324	DB00172	Q96EM0
1325	DB00172	P32322
1326	DB00172	P07814
1327	DB00172	Q9UN76
1328	DB00172	Q99884
1329	DB00172	Q96C36
1330	DB00172	P12821
1331	DB00173	P07741
1332	DB00173	O00763
1333	DB00173	P24666
1334	DB00173	Q9BY49
1335	DB00173	P78362
1336	DB00173	Q13126
1337	DB00173	P42356
1338	DB00173	Q8TCG2
1339	DB00173	Q9BTU6
1340	DB00173	Q9UBF8
1341	DB00173	P47989
1342	DB00174	Q15758
1343	DB00174	Q7L266
1344	DB00174	Q96I59
1345	DB00174	Q99624
1346	DB00174	P08243
1347	DB00174	O43776
1348	DB00175	P04035
1349	DB00176	P31645
1350	DB00176	Q12809
1351	DB00176	Q99720
1352	DB00176	Q01959
1353	DB00176	P05177
1354	DB00176	P23975
1355	DB00177	P30556
1356	DB00178	P12821
1357	DB00178	P46663
1358	DB00179	P09917
1359	DB00179	P04278
1360	DB00179	O15296
1361	DB00179	P10275
1362	DB00179	P11511
1363	DB00179	P18054
1364	DB00179	P16050
1365	DB00179	P08069
1366	DB00179	Q15722
1367	DB00179	P03372
1368	DB00179	P02766
1369	DB00180	P04150
1370	DB00181	Q9UBS5
1371	DB00181	O75899
1372	DB00181	P0DMS8
1373	DB00182	Q05940
1374	DB00182	Q01959
1375	DB00182	Q16568
1376	DB00182	Q96RJ0
1377	DB00182	P23975
1378	DB00182	P35348
1379	DB00182	P35368
1380	DB00182	P25100
1381	DB00182	P08913
1382	DB00182	P18089
1383	DB00182	P18825
1384	DB00182	P08588
1385	DB00182	P07550
1386	DB00182	P13945
1387	DB00182	P14416
1388	DB00182	P27338
1389	DB00182	P31645
1390	DB00182	P21397
1391	DB00182	Q99870
1392	DB00183	P32239
1393	DB00184	P43681
1394	DB00184	P36544
1395	DB00184	P17787
1396	DB00184	Q15822
1397	DB00184	P32297
1398	DB00184	P30532
1399	DB00184	Q15825
1400	DB00184	Q9UGM1
1401	DB00184	Q9GZZ6
1402	DB00184	Q05901
1403	DB00184	P30926
1404	DB00184	P11511
1405	DB00184	P28329
1406	DB00184	P02708
1407	DB00184	P07510
1408	DB00184	P11230
1409	DB00184	Q07001
1410	DB00184	A5X5Y0
1411	DB00184	O95264
1412	DB00184	P46098
1413	DB00184	Q70Z44
1414	DB00184	Q8WXA8
1415	DB00184	P11509
1416	DB00184	Q9UK17
1417	DB00184	O75762
1418	DB00185	P20309
1419	DB00185	P11229
1420	DB00185	P08912
1421	DB00185	P08173
1422	DB00185	P08172
1423	DB00186	P14867
1424	DB00186	P47869
1425	DB00186	P34903
1426	DB00186	P48169
1427	DB00186	P31644
1428	DB00186	Q16445
1429	DB00186	P18505
1430	DB00186	P47870
1431	DB00186	P28472
1432	DB00186	O14764
1433	DB00186	P78334
1434	DB00186	Q8N1C3
1435	DB00186	P18507
1436	DB00186	Q99928
1437	DB00186	O00591
1438	DB00186	Q9UN88
1439	DB00186	P30536
1440	DB00187	P08588
1441	DB00188	P28074
1442	DB00188	P20618
1443	DB00188	P25786
1444	DB00188	P33261
1445	DB00188	A5PKW4
1446	DB00188	P00734
1447	DB00188	P08311
1448	DB00188	P10619
1449	DB00188	P23946
1450	DB00188	P17538
1451	DB00188	P49721
1452	DB00188	P19838
1453	DB00188	Q00653
1454	DB00188	Q04206
1455	DB00188	P28062
1456	DB00188	P08246
1457	DB00188	Q99460
1458	DB00189	P14867
1459	DB00189	P47869
1460	DB00189	P34903
1461	DB00189	P48169
1462	DB00189	P31644
1463	DB00189	Q16445
1464	DB00189	P18505
1465	DB00189	P47870
1466	DB00189	P28472
1467	DB00189	O14764
1468	DB00189	P78334
1469	DB00189	Q8N1C3
1470	DB00189	P18507
1471	DB00189	Q99928
1472	DB00189	O00591
1473	DB00189	Q9UN88
1474	DB00190	P20711
1475	DB00190	P06239
1476	DB00190	P06241
1477	DB00190	B2RXH2
1478	DB00191	P23975
1479	DB00191	P31645
1480	DB00191	Q01959
1481	DB00191	P21397
1482	DB00191	P27338
1483	DB00191	P01303
1484	DB00192	Q14524
1485	DB00193	P35372
1486	DB00193	P23975
1487	DB00193	P31645
1488	DB00193	P28335
1489	DB00193	P41145
1490	DB00193	P41143
1491	DB00193	Q8TCU5
1492	DB00193	Q693P7
1493	DB00193	P20309
1494	DB00193	P11229
1495	DB00193	O15245
1496	DB00194	P27487
1497	DB00194	P60891
1498	DB00194	Q16854
1499	DB00194	P31350
1500	DB00194	P23921
1501	DB00194	P09884
1502	DB00194	P27707
1503	DB00195	P08588
1504	DB00195	P07550
1505	DB00196	Q16850
1506	DB00196	P08684
1507	DB00196	P11712
1508	DB00196	P33261
1509	DB00197	P37231
1510	DB00197	O60488
1511	DB00197	P05121
1512	DB00197	Q99808
1513	DB00197	P62508
1514	DB00197	P11474
1515	DB00197	Q03181
1516	DB00197	Q07869
1517	DB00197	P09211
1518	DB00197	P41595
1519	DB00197	P0DMS8
1520	DB00197	P00918
1521	DB00197	P11712
1522	DB00197	P24557
1523	DB00197	P28482
1524	DB00197	P54840
1525	DB00197	P15121
1526	DB00197	P08684
1527	DB00197	P18031
1528	DB00197	P21397
1529	DB00197	P27338
1530	DB00197	P19224
1531	DB00197	O95342
1532	DB00198	P23141
1533	DB00198	Q99519
1534	DB00198	Q9Y3R4
1535	DB00199	O43193
1536	DB00199	Q12809
1537	DB00199	Q06278
1538	DB00199	O95342
1539	DB00200	Q99707
1540	DB00200	P22033
1541	DB00200	Q9UBK8
1542	DB00200	Q8IVH4
1543	DB00200	P20061
1544	DB00200	Q9BXJ7
1545	DB00200	O60494
1546	DB00200	Q96EY8
1547	DB00200	Q9Y4U1
1548	DB00201	P30542
1549	DB00201	P29274
1550	DB00201	Q07343
1551	DB00201	P21817
1552	DB00201	P54750
1553	DB00201	Q01064
1554	DB00201	Q14123
1555	DB00201	Q9Y233
1556	DB00201	P27815
1557	DB00201	Q08493
1558	DB00201	Q08499
1559	DB00201	Q9NP56
1560	DB00201	O00408
1561	DB00201	Q14432
1562	DB00201	Q13370
1563	DB00201	O76074
1564	DB00201	P51160
1565	DB00201	Q9HCR9
1566	DB00201	Q13946
1567	DB00201	O60658
1568	DB00201	O95263
1569	DB00201	O76083
1570	DB00201	P16499
1571	DB00201	P35913
1572	DB00201	P78527
1573	DB00201	O00329
1574	DB00201	P42336
1575	DB00201	P42338
1576	DB00201	Q14643
1577	DB00201	Q14571
1578	DB00201	Q14573
1579	DB00201	Q13315
1580	DB00201	P0DMS8
1581	DB00201	P29275
1582	DB00201	Q9Y2T3
1583	DB00201	P22303
1584	DB00201	Q12809
1585	DB00202	Q9GZZ6
1586	DB00202	Q693P7
1587	DB00202	P11229
1588	DB00202	P08172
1589	DB00202	P20309
1590	DB00202	P02708
1591	DB00202	P07510
1592	DB00202	P11230
1593	DB00202	Q04844
1594	DB00202	Q07001
1595	DB00203	O76074
1596	DB00203	P18545
1597	DB00203	Q13956
1598	DB00203	P30542
1599	DB00203	P16499
1600	DB00203	Q9NPD5
1601	DB00203	Q13946
1602	DB00203	O76083
1603	DB00203	P27815
1604	DB00203	Q07343
1605	DB00203	Q08493
1606	DB00203	Q08499
1607	DB00203	Q12809
1608	DB00203	O15440
1609	DB00203	P29274
1610	DB00203	P51160
1611	DB00203	P54750
1612	DB00203	Q01064
1613	DB00203	Q14123
1614	DB00203	Q13370
1615	DB00203	Q14432
1616	DB00203	Q9HCR9
1617	DB00203	Q9Y233
1618	DB00203	O60658
1619	DB00203	O00408
1620	DB00204	Q12809
1621	DB00204	O95069
1622	DB00204	Q14500
1623	DB00204	O95259
1624	DB00205	P00374
1625	DB00205	P07686
1626	DB00205	P11229
1627	DB00205	P11712
1628	DB00205	Q96FL8
1629	DB00205	P06865
1630	DB00206	Q05940
1631	DB00206	P54219
1632	DB00206	O15392
1633	DB00206	P31645
1634	DB00206	P35372
1635	DB00206	P35462
1636	DB00206	P14416
1637	DB00206	P08908
1638	DB00206	P21728
1639	DB00206	P08183
1640	DB00206	P35498
1641	DB00206	Q99250
1642	DB00206	Q9NY46
1643	DB00206	Q9UNQ0
1644	DB00207	Q9UM07
1645	DB00207	Q92887
1646	DB00207	P08183
1647	DB00207	Q12809
1648	DB00207	O43193
1649	DB00208	Q9H244
1650	DB00208	P08913
1651	DB00208	Q99720
1652	DB00208	P18089
1653	DB00208	P18825
1654	DB00208	P10635
1655	DB00208	P33261
1656	DB00208	P11509
1657	DB00208	P23219
1658	DB00208	P35354
1659	DB00208	O95342
1660	DB00208	P20813
1661	DB00209	P11229
1662	DB00209	P20309
1663	DB00209	P08912
1664	DB00209	P08172
1665	DB00210	P13631
1666	DB00210	P10826
1667	DB00210	P48443
1668	DB00210	P28702
1669	DB00210	P10276
1670	DB00210	P19793
1671	DB00210	P35354
1672	DB00210	P23415
1673	DB00211	P35348
1674	DB00211	P35368
1675	DB00211	P25100
1676	DB00211	P07900
1677	DB00212	P00797
1678	DB00213	P20648
1679	DB00213	O94760
1680	DB00213	O15244
1681	DB00213	Q86VL8
1682	DB00213	Q96FL8
1683	DB00213	P51164
1684	DB00213	P05023
1685	DB00213	P49327
1686	DB00214	Q13621
1687	DB00214	P55011
1688	DB00215	P31645
1689	DB00215	P35367
1690	DB00215	P11229
1691	DB00215	Q99720
1692	DB00215	P41595
1693	DB00215	P25100
1694	DB00215	O15245
1695	DB00215	P23975
1696	DB00215	P28335
1697	DB00215	Q12809
1698	DB00215	Q01959
1699	DB00215	P28223
1700	DB00216	P28221
1701	DB00216	P28222
1702	DB00216	P30939
1703	DB00216	P08908
1704	DB00216	P28566
1705	DB00216	P41595
1706	DB00216	P34969
1707	DB00217	P08913
1708	DB00217	P18089
1709	DB00217	P18825
1710	DB00217	P48048
1711	DB00217	P08588
1712	DB00217	P07550
1713	DB00217	P13945
1714	DB00217	P23975
1715	DB00218	P11388
1716	DB00219	P11229
1717	DB00219	P20309
1718	DB00220	P35372
1719	DB00220	P21728
1720	DB00220	P08684
1721	DB00220	P23975
1722	DB00220	P08912
1723	DB00220	P13945
1724	DB00220	Q01959
1725	DB00220	P0DMS8
1726	DB00220	P41145
1727	DB00220	P41143
1728	DB00220	P00533
1729	DB00220	P06239
1730	DB00220	P06241
1731	DB00220	P24557
1732	DB00220	P27361
1733	DB00220	Q16539
1734	DB00220	P21452
1735	DB00220	P08183
1736	DB00221	P08588
1737	DB00221	P07550
1738	DB00222	Q14654
1739	DB00222	P48048
1740	DB00222	Q09428
1741	DB00222	O60706
1742	DB00223	P04150
1743	DB00224	P08684
1744	DB00224	P24557
1745	DB00224	P21452
1746	DB00224	Q86VL8
1747	DB00224	Q96FL8
1748	DB00226	P23975
1749	DB00226	P35348
1750	DB00227	P04035
1751	DB00227	P20701
1752	DB00227	Q92769
1753	DB00227	P23975
1754	DB00227	Q01959
1755	DB00227	P30542
1756	DB00227	P21452
1757	DB00227	Q8TDS4
1758	DB00227	P49019
1759	DB00227	O75469
1760	DB00227	Q9UBN7
1761	DB00227	Q13547
1762	DB00228	P14867
1763	DB00228	P47869
1764	DB00228	P34903
1765	DB00228	P48169
1766	DB00228	P31644
1767	DB00228	Q16445
1768	DB00228	P18505
1769	DB00228	P47870
1770	DB00228	P28472
1771	DB00228	O14764
1772	DB00228	P78334
1773	DB00228	Q8N1C3
1774	DB00228	P18507
1775	DB00228	Q99928
1776	DB00228	O00591
1777	DB00228	Q9UN88
1778	DB00228	P23415
1779	DB00228	P48167
1780	DB00228	O15554
1781	DB00228	Q09470
1782	DB00228	P98194
1783	DB00228	P42261
1784	DB00228	P30049
1785	DB00228	P57789
1786	DB00228	Q7Z418
1787	DB00228	O14649
1788	DB00228	Q9NPC2
1789	DB00228	O95069
1790	DB00229	P14780
1791	DB00229	P32241
1792	DB00230	P54289
1793	DB00230	Q01650
1794	DB00230	Q9NY47
1795	DB00231	P14867
1796	DB00231	P47869
1797	DB00231	P34903
1798	DB00231	P48169
1799	DB00231	P31644
1800	DB00231	Q16445
1801	DB00231	P18505
1802	DB00231	P47870
1803	DB00231	P28472
1804	DB00231	Q8N1C3
1805	DB00231	P18507
1806	DB00231	Q99928
1807	DB00231	O14764
1808	DB00231	P78334
1809	DB00231	O00591
1810	DB00231	P24046
1811	DB00231	P28476
1812	DB00231	A8MPY1
1813	DB00231	Q9UN88
1814	DB00231	P30536
1815	DB00231	Q14994
1816	DB00232	Q13621
1817	DB00232	P00915
1818	DB00232	P00918
1819	DB00232	P22748
1820	DB00232	P55017
1821	DB00233	P35354
1822	DB00233	O15111
1823	DB00233	P09917
1824	DB00233	Q9NZK7
1825	DB00233	P18031
1826	DB00233	P23219
1827	DB00234	P23975
1828	DB00234	P31645
1829	DB00234	Q01959
1830	DB00234	P48051
1831	DB00234	P48549
1832	DB00234	P48544
1833	DB00234	P50406
1834	DB00234	P28335
1835	DB00235	Q14432
1836	DB00235	P27815
1837	DB00235	Q07343
1838	DB00235	Q08493
1839	DB00235	Q08499
1840	DB00235	O76074
1841	DB00235	Q13370
1842	DB00237	P14867
1843	DB00237	P47869
1844	DB00237	P34903
1845	DB00237	P48169
1846	DB00237	P31644
1847	DB00237	Q16445
1848	DB00237	P18505
1849	DB00237	P47870
1850	DB00237	P28472
1851	DB00237	O14764
1852	DB00237	P78334
1853	DB00237	Q8N1C3
1854	DB00237	P18507
1855	DB00237	Q99928
1856	DB00237	O00591
1857	DB00237	Q9UN88
1858	DB00237	P43681
1859	DB00237	P36544
1860	DB00237	P42262
1861	DB00237	Q13002
1862	DB00239	O75469
1863	DB00239	P21728
1864	DB00239	P08913
1865	DB00239	P08684
1866	DB00239	P31645
1867	DB00239	P23975
1868	DB00239	P08908
1869	DB00239	P28223
1870	DB00239	P41595
1871	DB00239	P18089
1872	DB00239	P35462
1873	DB00239	P11229
1874	DB00239	P20309
1875	DB00239	P13945
1876	DB00239	P18825
1877	DB00239	Q01959
1878	DB00239	P10635
1879	DB00239	P0DMS8
1880	DB00239	P41143
1881	DB00239	P22303
1882	DB00239	P11712
1883	DB00239	P33261
1884	DB00239	P24557
1885	DB00239	P21452
1886	DB00239	P14902
1887	DB00240	P04150
1888	DB00241	P14867
1889	DB00241	P47869
1890	DB00241	P34903
1891	DB00241	P48169
1892	DB00241	P31644
1893	DB00241	Q16445
1894	DB00241	P43681
1895	DB00241	P36544
1896	DB00241	P42262
1897	DB00241	Q13002
1898	DB00241	P18505
1899	DB00241	P47870
1900	DB00241	P28472
1901	DB00241	O14764
1902	DB00241	P78334
1903	DB00241	Q8N1C3
1904	DB00241	P18507
1905	DB00241	Q99928
1906	DB00241	O00591
1907	DB00241	Q9UN88
1908	DB00242	P23921
1909	DB00242	P31350
1910	DB00242	Q7LG56
1911	DB00242	P09884
1912	DB00242	Q07864
1913	DB00242	P56282
1914	DB00242	Q9NRF9
1915	DB00242	Q9NR33
1916	DB00242	P00491
1917	DB00242	P27815
1918	DB00242	P27707
1919	DB00243	Q13936
1920	DB00243	Q01668
1921	DB00243	O60840
1922	DB00243	Q13698
1923	DB00243	Q02641
1924	DB00243	Q08289
1925	DB00243	P54284
1926	DB00243	O00305
1927	DB00243	P35348
1928	DB00243	P35368
1929	DB00243	P25100
1930	DB00243	P08588
1931	DB00243	P08183
1932	DB00243	Q12809
1933	DB00243	Q14524
1934	DB00244	P35354
1935	DB00244	P23219
1936	DB00244	P09917
1937	DB00244	P37231
1938	DB00244	O15111
1939	DB00244	O14920
1940	DB00244	P05164
1941	DB00245	P11229
1942	DB00245	Q01959
1943	DB00245	P35367
1944	DB00245	P31645
1945	DB00245	P23975
1946	DB00245	Q695T7
1947	DB00245	P08912
1948	DB00245	P08173
1949	DB00245	P20309
1950	DB00245	P08172
1951	DB00245	P08913
1952	DB00245	Q99720
1953	DB00245	P28223
1954	DB00245	P41595
1955	DB00245	P28335
1956	DB00245	P50406
1957	DB00245	P18089
1958	DB00245	P35462
1959	DB00245	P25021
1960	DB00245	P18825
1961	DB00245	P25100
1962	DB00246	P14416
1963	DB00246	P21728
1964	DB00246	P21918
1965	DB00246	P28223
1966	DB00246	P35462
1967	DB00246	P21917
1968	DB00246	P08908
1969	DB00246	P28222
1970	DB00246	P28221
1971	DB00246	P28566
1972	DB00246	P28335
1973	DB00246	P46098
1974	DB00246	P50406
1975	DB00246	P34969
1976	DB00246	P35367
1977	DB00246	P35348
1978	DB00246	P35368
1979	DB00246	P08913
1980	DB00246	P18089
1981	DB00246	P18825
1982	DB00246	P11229
1983	DB00246	P08172
1984	DB00246	P20309
1985	DB00246	P08173
1986	DB00246	P08912
1987	DB00246	P47898
1988	DB00246	P41595
1989	DB00246	P25021
1990	DB00246	P08588
1991	DB00246	P31645
1992	DB00246	Q12809
1993	DB00246	P23975
1994	DB00246	P07550
1995	DB00246	Q01959
1996	DB00247	P41595
1997	DB00247	P28335
1998	DB00247	P28223
1999	DB00247	P08908
2000	DB00247	P34969
2001	DB00247	P28222
2002	DB00247	P30939
2003	DB00247	P28566
2004	DB00247	P28221
2005	DB00247	P50406
2006	DB00247	P47898
2007	DB00247	P21728
2008	DB00247	P14416
2009	DB00247	P08913
2010	DB00247	P18089
2011	DB00247	P35462
2012	DB00247	Q99720
2013	DB00247	P18825
2014	DB00247	P35367
2015	DB00247	P20309
2016	DB00247	P11229
2017	DB00247	P08172
2018	DB00247	Q07820
2019	DB00247	Q07817
2020	DB00248	P14416
2021	DB00248	P41595
2022	DB00248	P35462
2023	DB00248	P28223
2024	DB00248	P18089
2025	DB00248	P28221
2026	DB00248	P21917
2027	DB00248	P08913
2028	DB00248	P08908
2029	DB00248	P18825
2030	DB00248	P21918
2031	DB00248	P21728
2032	DB00248	P28222
2033	DB00248	P28335
2034	DB00248	P34969
2035	DB00248	P35348
2036	DB00248	P35368
2037	DB00248	P25100
2038	DB00248	P08588
2039	DB00248	P07550
2040	DB00249	P04183
2041	DB00250	P50406
2042	DB00250	P08684
2043	DB00250	P11413
2044	DB00251	P21728
2045	DB00251	P08913
2046	DB00251	Q99720
2047	DB00251	P31645
2048	DB00251	P23975
2049	DB00251	P28223
2050	DB00251	P28335
2051	DB00251	P18089
2052	DB00251	P35462
2053	DB00251	P11229
2054	DB00251	P08172
2055	DB00251	P20309
2056	DB00251	P08173
2057	DB00251	P08912
2058	DB00251	P18825
2059	DB00251	Q01959
2060	DB00251	P25100
2061	DB00251	P22303
2062	DB00251	P06241
2063	DB00251	O00337
2064	DB00251	Q16850
2065	DB00252	Q14524
2066	DB00252	P35498
2067	DB00252	O75469
2068	DB00252	Q07699
2069	DB00252	Q9NY46
2070	DB00252	Q9UQD0
2071	DB00252	Q15858
2072	DB00252	Q99250
2073	DB00252	P35499
2074	DB00252	Q14994
2075	DB00253	P04150
2076	DB00255	P03372
2077	DB00255	P62508
2078	DB00255	Q92731
2079	DB00255	P11474
2080	DB00255	O95718
2081	DB00255	Q15596
2082	DB00255	O75469
2083	DB00255	P10275
2084	DB00255	P04278
2085	DB00255	P08588
2086	DB00255	P23219
2087	DB00255	P35372
2088	DB00255	P21728
2089	DB00255	P14416
2090	DB00255	P29274
2091	DB00255	P08913
2092	DB00255	P31645
2093	DB00255	P23975
2094	DB00255	P28223
2095	DB00255	P41595
2096	DB00255	P28335
2097	DB00255	P50406
2098	DB00255	P18089
2099	DB00255	P35462
2100	DB00255	P11229
2101	DB00255	P20309
2102	DB00255	P04150
2103	DB00255	P18825
2104	DB00255	Q01959
2105	DB00255	P30542
2106	DB00255	P0DMS8
2107	DB00255	P25100
2108	DB00255	P41145
2109	DB00255	P41143
2110	DB00255	P22303
2111	DB00255	P37288
2112	DB00255	P06241
2113	DB00255	P24557
2114	DB00255	Q16539
2115	DB00255	P21452
2116	DB00255	O00337
2117	DB00255	Q14376
2118	DB00255	Q9Y271
2119	DB00257	O15554
2120	DB00257	O75469
2121	DB00257	Q8TDS4
2122	DB00257	Q14994
2123	DB00257	P08588
2124	DB00257	P35354
2125	DB00257	P35372
2126	DB00257	P21728
2127	DB00257	P14416
2128	DB00257	P29274
2129	DB00257	P08913
2130	DB00257	P31645
2131	DB00257	P23975
2132	DB00257	P08908
2133	DB00257	P28223
2134	DB00257	P41595
2135	DB00257	P28335
2136	DB00257	P50406
2137	DB00257	P18089
2138	DB00257	P35462
2139	DB00257	P35367
2140	DB00257	P25021
2141	DB00257	P11229
2142	DB00257	P08172
2143	DB00257	P20309
2144	DB00257	P08173
2145	DB00257	P04150
2146	DB00257	P13945
2147	DB00257	Q01959
2148	DB00257	P30542
2149	DB00257	P0DMS8
2150	DB00257	P21917
2151	DB00257	P00918
2152	DB00257	P25100
2153	DB00257	P41145
2154	DB00257	P41143
2155	DB00257	P22303
2156	DB00257	P11712
2157	DB00257	P25105
2158	DB00257	P00533
2159	DB00257	P25103
2160	DB00257	P33261
2161	DB00257	P06241
2162	DB00257	P04626
2163	DB00257	P24557
2164	DB00257	P21452
2165	DB00257	P05093
2166	DB00257	P08684
2167	DB00257	P08183
2168	DB00257	Q96RI1
2169	DB00257	P11511
2170	DB00257	Q16850
2171	DB00257	P30518
2172	DB00257	P40925
2173	DB00257	P51679
2174	DB00257	Q12809
2175	DB00257	P25024
2176	DB00257	P22001
2177	DB00257	Q9Y271
2178	DB00259	P35218
2179	DB00259	P00918
2180	DB00259	Q9ULX7
2181	DB00259	P43166
2182	DB00259	O43570
2183	DB00259	Q16790
2184	DB00259	P22748
2185	DB00259	P00915
2186	DB00259	Q9Y2D0
2187	DB00259	P07451
2188	DB00259	Q8N1Q1
2189	DB00259	P23280
2190	DB00260	O15399
2191	DB00260	O60391
2192	DB00260	P08684
2193	DB00260	Q05586
2194	DB00260	Q12879
2195	DB00260	Q13224
2196	DB00260	Q14957
2197	DB00260	Q8TCU5
2198	DB00261	Q14432
2199	DB00261	O00408
2200	DB00262	P00390
2201	DB00263	P25101
2202	DB00263	P24530
2203	DB00263	Q9H3N8
2204	DB00264	P08588
2205	DB00264	P07550
2206	DB00266	Q9BQB6
2207	DB00266	P15559
2208	DB00266	Q08257
2209	DB00266	P28482
2210	DB00266	Q9HC97
2211	DB00266	Q16549
2212	DB00266	P11712
2213	DB00268	P35462
2214	DB00268	P21917
2215	DB00268	P35348
2216	DB00268	P35368
2217	DB00268	P25100
2218	DB00268	P08913
2219	DB00268	P18089
2220	DB00268	P18825
2221	DB00268	P14416
2222	DB00268	P41595
2223	DB00268	P34969
2224	DB00268	P28221
2225	DB00268	P08908
2226	DB00268	P21728
2227	DB00268	P21918
2228	DB00269	P03372
2229	DB00269	Q92731
2230	DB00270	Q13936
2231	DB00270	P54289
2232	DB00270	Q08289
2233	DB00270	O95180
2234	DB00270	Q9NY47
2235	DB00270	Q01668
2236	DB00270	Q13698
2237	DB00270	O75469
2238	DB00270	Q12809
2239	DB00272	P25021
2240	DB00273	P14867
2241	DB00273	P35498
2242	DB00273	P39086
2243	DB00273	P00918
2244	DB00273	P22748
2245	DB00273	P47869
2246	DB00273	P34903
2247	DB00273	P48169
2248	DB00273	P31644
2249	DB00273	Q16445
2250	DB00273	P18505
2251	DB00273	P47870
2252	DB00273	P28472
2253	DB00273	O14764
2254	DB00273	P78334
2255	DB00273	Q8N1C3
2256	DB00273	P18507
2257	DB00273	Q99928
2258	DB00273	O00591
2259	DB00273	Q9UN88
2260	DB00273	P00915
2261	DB00273	P07451
2262	DB00273	P42261
2263	DB00273	Q14524
2264	DB00273	O75469
2265	DB00273	O43570
2266	DB00273	Q8N1Q1
2267	DB00273	P35218
2268	DB00273	Q9Y2D0
2269	DB00273	Q9ULX7
2270	DB00273	P43166
2271	DB00273	Q16790
2272	DB00273	P23280
2273	DB00273	P42262
2274	DB00273	P42263
2275	DB00273	P48058
2276	DB00273	Q13002
2277	DB00273	Q13003
2278	DB00273	Q16099
2279	DB00273	Q16478
2280	DB00275	P30556
2281	DB00276	P11388
2282	DB00276	Q12809
2283	DB00276	P02763
2284	DB00276	P02768
2285	DB00276	Q969P6
2286	DB00276	O15245
